Code,Name
CURRFX/RUBMXN,Currency Exchange Rates - RUB vs MXN
CURRFX/QARCNY,Currency Exchange Rates - QAR vs CNY
CURRFX/RUBAMD,Currency Exchange Rates - RUB vs AMD
CURRFX/RUBCDF,Currency Exchange Rates - RUB vs CDF
CURRFX/UGXCNY,Currency Exchange Rates - UGX vs CNY
CURRFX/RUBFKP,Currency Exchange Rates - RUB vs FKP
CURRFX/SARGBP,Currency Exchange Rates - SAR vs GBP
CURRFX/TOPGBP,Currency Exchange Rates - TOP vs GBP
CURRFX/RUBBTN,Currency Exchange Rates - RUB vs BTN
CURRFX/RUBPKR,Currency Exchange Rates - RUB vs PKR
CURRFX/SARRUB,Currency Exchange Rates - SAR vs RUB
CURRFX/RUBARS,Currency Exchange Rates - RUB vs ARS
CURRFX/RUBJOD,Currency Exchange Rates - RUB vs JOD
CURRFX/RUBMWK,Currency Exchange Rates - RUB vs MWK
CURRFX/RUBBDT,Currency Exchange Rates - RUB vs BDT
CURRFX/RUBEUR,Currency Exchange Rates - RUB vs EUR
CURRFX/RUBMZN,Currency Exchange Rates - RUB vs MZN
CURRFX/RUBMYR,Currency Exchange Rates - RUB vs MYR
CURRFX/RUBCHF,Currency Exchange Rates - RUB vs CHF
CURRFX/RUBSDG,Currency Exchange Rates - RUB vs SDG
CURRFX/RUBXPF,Currency Exchange Rates - RUB vs XPF
CURRFX/RUBPYG,Currency Exchange Rates - RUB vs PYG
CURRFX/SBDIDR,Currency Exchange Rates - SBD vs IDR
CURRFX/SVCINR,Currency Exchange Rates - SVC vs INR
CURRFX/WSTGBP,Currency Exchange Rates - WST vs GBP
CURRFX/SRDGBP,Currency Exchange Rates - SRD vs GBP
CURRFX/TTDCNY,Currency Exchange Rates - TTD vs CNY
CURRFX/UAHCNY,Currency Exchange Rates - UAH vs CNY
CURRFX/SLLGBP,Currency Exchange Rates - SLL vs GBP
CURRFX/XOFEUR,Currency Exchange Rates - XOF vs EUR
CURRFX/RUBDZD,Currency Exchange Rates - RUB vs DZD
CURRFX/RUBIRR,Currency Exchange Rates - RUB vs IRR
CURRFX/RUBNGN,Currency Exchange Rates - RUB vs NGN
CURRFX/RUBFJD,Currency Exchange Rates - RUB vs FJD
CURRFX/RUBKHR,Currency Exchange Rates - RUB vs KHR
CURRFX/RUBSYP,Currency Exchange Rates - RUB vs SYP
CURRFX/RUBNIO,Currency Exchange Rates - RUB vs NIO
CURRFX/RUBVUV,Currency Exchange Rates - RUB vs VUV
CURRFX/SEKRUB,Currency Exchange Rates - SEK vs RUB
CURRFX/RUBTMT,Currency Exchange Rates - RUB vs TMT
CURRFX/RUBLSL,Currency Exchange Rates - RUB vs LSL
CURRFX/SHPIDR,Currency Exchange Rates - SHP vs IDR
CURRFX/SZLGBP,Currency Exchange Rates - SZL vs GBP
CURRFX/SARCNY,Currency Exchange Rates - SAR vs CNY
CURRFX/SHPCNY,Currency Exchange Rates - SHP vs CNY
CURRFX/STDIDR,Currency Exchange Rates - STD vs IDR
CURRFX/RUBRWF,Currency Exchange Rates - RUB vs RWF
CURRFX/SEKCNY,Currency Exchange Rates - SEK vs CNY
CURRFX/SLLRUB,Currency Exchange Rates - SLL vs RUB
CURRFX/TNDIDR,Currency Exchange Rates - TND vs IDR
CURRFX/TTDINR,Currency Exchange Rates - TTD vs INR
CURRFX/TZSUSD,Currency Exchange Rates - TZS vs USD
CURRFX/RWFGBP,Currency Exchange Rates - RWF vs GBP
CURRFX/UGXRUB,Currency Exchange Rates - UGX vs RUB
CURRFX/VNDGBP,Currency Exchange Rates - VND vs GBP
CURRFX/TJSIDR,Currency Exchange Rates - TJS vs IDR
CURRFX/SCRCNY,Currency Exchange Rates - SCR vs CNY
CURRFX/THBGBP,Currency Exchange Rates - THB vs GBP
CURRFX/TNDINR,Currency Exchange Rates - TND vs INR
CURRFX/RUBZAR,Currency Exchange Rates - RUB vs ZAR
CURRFX/SGDCNY,Currency Exchange Rates - SGD vs CNY
CURRFX/SOSGBP,Currency Exchange Rates - SOS vs GBP
CURRFX/SOSRUB,Currency Exchange Rates - SOS vs RUB
CURRFX/SHPRUB,Currency Exchange Rates - SHP vs RUB
CURRFX/SRDINR,Currency Exchange Rates - SRD vs INR
CURRFX/SZLCNY,Currency Exchange Rates - SZL vs CNY
CURRFX/TRYINR,Currency Exchange Rates - TRY vs INR
CURRFX/TMTCNY,Currency Exchange Rates - TMT vs CNY
CURRFX/YERINR,Currency Exchange Rates - YER vs INR
CURRFX/UYUIDR,Currency Exchange Rates - UYU vs IDR
CURRFX/SRDRUB,Currency Exchange Rates - SRD vs RUB
CURRFX/TMTRUB,Currency Exchange Rates - TMT vs RUB
CURRFX/YERCNY,Currency Exchange Rates - YER vs CNY
CURRFX/UAHGBP,Currency Exchange Rates - UAH vs GBP
CURRFX/VUVGBP,Currency Exchange Rates - VUV vs GBP
CURRFX/TWDGBP,Currency Exchange Rates - TWD vs GBP
CURRFX/UGXIDR,Currency Exchange Rates - UGX vs IDR
CURRFX/WSTINR,Currency Exchange Rates - WST vs INR
CURRFX/XPFCNY,Currency Exchange Rates - XPF vs CNY
CURRFX/USDKZT,Currency Exchange Rates - USD vs KZT
CURRFX/YERRUB,Currency Exchange Rates - YER vs RUB
CURRFX/XPFINR,Currency Exchange Rates - XPF vs INR
CURRFX/XOFRUB,Currency Exchange Rates - XOF vs RUB
CURRFX/XAFCNY,Currency Exchange Rates - XAF vs CNY
CURRFX/ZMWGBP,Currency Exchange Rates - ZMW vs GBP
